"Detenteur de la position courte nette";"Legal Entity Identifier detenteur";"Emetteur / issuer";"Ratio";"code ISIN";"Date de debut position";"Date de debut de publication position";"Date de fin de publication position"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.7";"FR0000064578";"2018-03-06";"2018-03-07";"2018-04-11"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.62";"FR0000064578";"2018-02-16";"2018-02-19";"2018-04-11"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.5";"FR0000064578";"2018-02-05";"2018-02-06";"2018-04-11"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.48";"FR0000064578";"2018-01-22";"2018-01-23";"2018-01-24"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.58";"FR0000064578";"2018-01-12";"2018-01-15";"2018-01-24"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.6";"FR0000064578";"2017-12-14";"2017-12-15";"2018-01-24"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.5";"FR0000064578";"2017-11-21";"2017-11-22";"2018-01-24"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.48";"FR0000064578";"2017-08-31";"2017-09-01";"2017-09-04"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"COVIVIO";"0.5";"FR0000064578";"2017-08-11";"2017-08-14";"2017-09-04"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.46";"FR0010417345";"2019-07-16";"2019-07-17";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.57";"FR0010417345";"2019-07-11";"2019-07-12";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.66";"FR0010417345";"2019-07-08";"2019-07-09";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.73";"FR0010417345";"2019-07-05";"2019-07-08";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.88";"FR0010417345";"2019-07-03";"2019-07-04";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.98";"FR0010417345";"2019-06-28";"2019-07-01";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.09";"FR0010417345";"2019-06-21";"2019-06-24";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.18";"FR0010417345";"2019-06-14";"2019-06-17";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.28";"FR0010417345";"2019-06-10";"2019-06-11";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.35";"FR0010417345";"2019-06-06";"2019-06-07";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.47";"FR0010417345";"2019-06-04";"2019-06-05";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.55";"FR0010417345";"2019-06-03";"2019-06-04";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.69";"FR0010417345";"2019-05-29";"2019-05-30";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.78";"FR0010417345";"2019-05-27";"2019-05-28";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.89";"FR0010417345";"2019-05-17";"2019-05-20";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.99";"FR0010417345";"2019-05-13";"2019-05-14";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"2.05";"FR0010417345";"2019-05-09";"2019-05-10";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"2.16";"FR0010417345";"2019-04-25";"2019-04-26";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"2.26";"FR0010417345";"2019-04-23";"2019-04-24";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"2.39";"FR0010417345";"2019-04-15";"2019-04-16";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"2.49";"FR0010417345";"2019-04-08";"2019-04-09";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.05";"FR0010417345";"2019-04-04";"2019-04-05";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.54";"FR0010417345";"2019-04-03";"2019-04-04";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.64";"FR0010417345";"2019-03-22";"2019-03-25";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.54";"FR0010417345";"2019-03-21";"2019-03-22";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.41";"FR0010417345";"2019-03-19";"2019-03-20";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.2";"FR0010417345";"2019-03-15";"2019-03-18";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.11";"FR0010417345";"2019-03-11";"2019-03-12";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.06";"FR0010417345";"2019-03-06";"2019-03-07";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.12";"FR0010417345";"2019-03-05";"2019-03-06";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.27";"FR0010417345";"2019-03-01";"2019-03-04";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.36";"FR0010417345";"2019-02-22";"2019-02-25";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.41";"FR0010417345";"2019-02-20";"2019-02-21";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.17";"FR0010417345";"2019-02-11";"2019-02-12";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.2";"FR0010417345";"2019-01-30";"2019-01-31";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.1";"FR0010417345";"2019-01-15";"2019-01-16";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.06";"FR0010417345";"2019-01-10";"2019-01-11";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"2.91";"FR0010417345";"2019-01-04";"2019-01-07";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.08";"FR0010417345";"2019-01-03";"2019-01-04";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.39";"FR0010417345";"2019-01-02";"2019-01-03";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.48";"FR0010417345";"2018-12-31";"2019-01-02";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.52";"FR0010417345";"2018-12-28";"2018-12-31";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"3.69";"FR0010417345";"2018-12-20";"2018-12-21";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.3";"FR0010417345";"2018-12-17";"2018-12-18";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.25";"FR0010417345";"2018-11-20";"2018-11-21";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.18";"FR0010417345";"2018-11-16";"2018-11-19";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.25";"FR0010417345";"2018-11-13";"2018-11-14";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.39";"FR0010417345";"2018-11-01";"2018-11-02";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.4";"FR0010417345";"2018-10-30";"2018-10-31";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.3";"FR0010417345";"2018-10-22";"2018-10-23";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.29";"FR0010417345";"2018-10-16";"2018-10-17";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.32";"FR0010417345";"2018-10-11";"2018-10-12";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.29";"FR0010417345";"2018-10-10";"2018-10-11";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.39";"FR0010417345";"2018-09-26";"2018-09-27";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.41";"FR0010417345";"2018-09-11";"2018-09-12";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.32";"FR0010417345";"2018-09-06";"2018-09-07";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.21";"FR0010417345";"2018-08-31";"2018-09-03";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.13";"FR0010417345";"2018-08-24";"2018-08-27";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.0";"FR0010417345";"2018-08-21";"2018-08-22";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.93";"FR0010417345";"2018-08-14";"2018-08-15";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.8";"FR0010417345";"2018-08-02";"2018-08-03";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.72";"FR0010417345";"2018-07-30";"2018-07-31";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.6";"FR0010417345";"2018-07-06";"2018-07-09";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.59";"FR0010417345";"2018-07-05";"2018-07-06";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.6";"FR0010417345";"2018-07-04";"2018-07-05";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.59";"FR0010417345";"2018-06-27";"2018-06-28";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.69";"FR0010417345";"2018-05-22";"2018-05-23";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.78";"FR0010417345";"2018-05-15";"2018-05-16";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.89";"FR0010417345";"2018-05-08";"2018-05-09";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.99";"FR0010417345";"2018-04-27";"2018-04-30";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.09";"FR0010417345";"2018-04-12";"2018-04-13";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.1";"FR0010417345";"2018-04-06";"2018-04-09";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.02";"FR0010417345";"2018-03-27";"2018-03-28";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.93";"FR0010417345";"2018-03-23";"2018-03-26";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"1.02";"FR0010417345";"2018-03-13";"2018-03-14";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.91";"FR0010417345";"2018-03-09";"2018-03-12";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.8";"FR0010417345";"2018-03-06";"2018-03-07";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.71";"FR0010417345";"2018-03-02";"2018-03-05";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.64";"FR0010417345";"2018-02-27";"2018-02-28";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.58";"FR0010417345";"2018-02-14";"2018-02-15";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.68";"FR0010417345";"2018-02-09";"2018-02-12";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.74";"FR0010417345";"2018-01-24";"2018-01-25";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.61";"FR0010417345";"2018-01-10";"2018-01-11";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.58";"FR0010417345";"2017-12-28";"2017-12-29";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.61";"FR0010417345";"2017-12-18";"2017-12-19";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"DBV TECHNOLOGIES";"0.51";"FR0010417345";"2017-11-29";"2017-11-30";"2019-07-18"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.48";"FR0010908533";"2024-02-22";"2024-02-23";"2024-02-26"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.52";"FR0010908533";"2024-02-16";"2024-02-19";"2024-02-26"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.38";"FR0010908533";"2023-11-07";"2023-11-08";"2023-11-09"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.53";"FR0010908533";"2023-11-03";"2023-11-06";"2023-11-09"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.49";"FR0010908533";"2023-11-02";"2023-11-03";"2023-11-06"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.51";"FR0010908533";"2023-10-26";"2023-10-27";"2023-11-06"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.49";"FR0010908533";"2023-08-24";"2023-08-25";"2023-08-28"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.5";"FR0010908533";"2023-08-21";"2023-08-22";"2023-08-28"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.49";"FR0010908533";"2020-09-18";"2020-09-21";"2020-09-22"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.5";"FR0010908533";"2020-09-02";"2020-09-03";"2020-09-22"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.47";"FR0010908533";"2020-06-19";"2020-06-22";"2020-06-23"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.51";"FR0010908533";"2020-05-19";"2020-05-20";"2020-06-23"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.49";"FR0010908533";"2020-05-04";"2020-05-05";"2020-05-06"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.56";"FR0010908533";"2020-03-17";"2020-03-18";"2020-05-06"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.49";"FR0010908533";"2017-09-27";"2017-09-28";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.59";"FR0010908533";"2017-09-21";"2017-09-22";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.69";"FR0010908533";"2017-09-05";"2017-09-06";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.78";"FR0010908533";"2017-08-18";"2017-08-21";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.8";"FR0010908533";"2017-08-17";"2017-08-18";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.71";"FR0010908533";"2017-08-09";"2017-08-10";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.6";"FR0010908533";"2017-07-31";"2017-08-01";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.51";"FR0010908533";"2017-07-25";"2017-07-26";"2017-09-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.48";"FR0010908533";"2017-07-20";"2017-07-21";"2017-07-24"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.5";"FR0010908533";"2017-07-18";"2017-07-19";"2017-07-24"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.49";"FR0010908533";"2016-12-27";"2016-12-28";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.54";"FR0010908533";"2016-12-23";"2016-12-27";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.67";"FR0010908533";"2016-12-21";"2016-12-22";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.77";"FR0010908533";"2016-12-16";"2016-12-19";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.84";"FR0010908533";"2016-12-15";"2016-12-16";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.99";"FR0010908533";"2016-12-13";"2016-12-14";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"1.0";"FR0010908533";"2016-12-06";"2016-12-07";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.97";"FR0010908533";"2016-11-29";"2016-11-30";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"1.09";"FR0010908533";"2016-11-17";"2016-11-18";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"1.1";"FR0010908533";"2016-11-15";"2016-11-16";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"1.01";"FR0010908533";"2016-11-08";"2016-11-09";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.9";"FR0010908533";"2016-10-27";"2016-10-28";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.81";"FR0010908533";"2016-10-20";"2016-10-21";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.79";"FR0010908533";"2016-10-19";"2016-10-20";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.8";"FR0010908533";"2016-10-07";"2016-10-10";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.7";"FR0010908533";"2016-09-30";"2016-10-03";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.6";"FR0010908533";"2016-08-05";"2016-08-08";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.56";"FR0010908533";"2016-07-26";"2016-07-27";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.6";"FR0010908533";"2016-07-25";"2016-07-26";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.59";"FR0010908533";"2016-07-13";"2016-07-14";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.6";"FR0010908533";"2016-07-05";"2016-07-06";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.59";"FR0010908533";"2016-06-28";"2016-06-29";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.6";"FR0010908533";"2016-06-16";"2016-06-17";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EDENRED";"0.5";"FR0010908533";"2016-06-01";"2016-06-02";"2016-12-29"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EIFFAGE";"0.48";"FR0000130452";"2016-11-30";"2016-12-01";"2016-12-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"EIFFAGE";"0.5";"FR0000130452";"2016-11-16";"2016-11-17";"2016-12-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.49";"FR0011950732";"2022-01-10";"2022-01-11";"2022-01-12"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.5";"FR0011950732";"2021-12-31";"2022-01-03";"2022-01-12"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.49";"FR0011950732";"2019-11-01";"2019-11-04";"2019-11-05"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.59";"FR0011950732";"2019-10-21";"2019-10-22";"2019-11-05"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.6";"FR0011950732";"2019-08-22";"2019-08-23";"2019-11-05"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.5";"FR0011950732";"2019-08-07";"2019-08-08";"2019-11-05"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.49";"FR0011950732";"2018-10-31";"2018-11-01";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.58";"FR0011950732";"2018-10-17";"2018-10-18";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.68";"FR0011950732";"2018-10-10";"2018-10-11";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.76";"FR0011950732";"2018-10-01";"2018-10-02";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.69";"FR0011950732";"2018-09-28";"2018-10-01";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.77";"FR0011950732";"2018-09-20";"2018-09-21";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.81";"FR0011950732";"2018-09-12";"2018-09-13";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.78";"FR0011950732";"2018-08-31";"2018-09-03";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.8";"FR0011950732";"2018-08-01";"2018-08-02";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.74";"FR0011950732";"2018-07-25";"2018-07-26";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.83";"FR0011950732";"2018-07-10";"2018-07-11";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.7";"FR0011950732";"2018-07-02";"2018-07-03";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.62";"FR0011950732";"2018-06-26";"2018-06-27";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"1.0";"FR0011950732";"2018-06-18";"2018-06-19";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.92";"FR0011950732";"2018-06-12";"2018-06-13";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.81";"FR0011950732";"2018-06-07";"2018-06-08";"2018-11-02"
"MARSHALL WACE LLP";"6BS8JLEICI3VGJ264L55";"ELIOR GROUP";"0.72";"FR0011950732";"2018-06-04";"2018-06-05";"2018-11-02"
